Harga Pangan di Tingkat Produsen Provinsi,,,,,
,,,,,
Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
72,Sulawesi Tengah,GKP Tk. Petani,2023,Februari,-
73,Sulawesi Selatan,GKP Tk. Petani,2023,Februari,Rp5.342
74,Sulawesi Tenggara,GKP Tk. Petani,2023,Februari,Rp4.994
75,Gorontalo,GKP Tk. Petani,2023,Februari,-
76,Sulawesi Barat,GKP Tk. Petani,2023,Februari,-
11,Aceh,GKP Tk. Penggilingan,2023,Februari,Rp6.029
12,Sumatera Utara,GKP Tk. Penggilingan,2023,Februari,Rp6.042
13,Sumatera Barat,GKP Tk. Penggilingan,2023,Februari,Rp7.202
14,Riau,GKP Tk. Penggilingan,2023,Februari,-
15,Jambi,GKP Tk. Penggilingan,2023,Februari,Rp5.876
16,Sumatera Selatan,GKP Tk. Penggilingan,2023,Februari,Rp5.418
17,Bengkulu,GKP Tk. Penggilingan,2023,Februari,-
18,Lampung,GKP Tk. Penggilingan,2023,Februari,Rp5.570
32,Jawa Barat,GKP Tk. Penggilingan,2023,Februari,Rp5.610
33,Jawa Tengah,GKP Tk. Penggilingan,2023,Februari,Rp5.864
34,D.I Yogyakarta,GKP Tk. Penggilingan,2023,Februari,Rp5.501
35,Jawa Timur,GKP Tk. Penggilingan,2023,Februari,Rp5.714
36,Banten,GKP Tk. Penggilingan,2023,Februari,Rp5.468
51,Bali,GKP Tk. Penggilingan,2023,Februari,Rp5.638
52,Nusa Tenggara Barat,GKP Tk. Penggilingan,2023,Februari,Rp5.188
53,Nusa Tenggara Timur,GKP Tk. Penggilingan,2023,Februari,Rp5.941
61,Kalimantan Barat,GKP Tk. Penggilingan,2023,Februari,Rp4.655
62,Kalimantan Tengah,GKP Tk. Penggilingan,2023,Februari,Rp6.523
63,Kalimantan Selatan,GKP Tk. Penggilingan,2023,Februari,Rp6.105
71,Sulawesi Utara,GKP Tk. Penggilingan,2023,Februari,-
72,Sulawesi Tengah,GKP Tk. Penggilingan,2023,Februari,-
73,Sulawesi Selatan,GKP Tk. Penggilingan,2023,Februari,Rp5.564
74,Sulawesi Tenggara,GKP Tk. Penggilingan,2023,Februari,Rp5.292
75,Gorontalo,GKP Tk. Penggilingan,2023,Februari,-
76,Sulawesi Barat,GKP Tk. Penggilingan,2023,Februari,-
11,Aceh,GKG Tk. Penggilingan,2023,Februari,Rp6.417
12,Sumatera Utara,GKG Tk. Penggilingan,2023,Februari,Rp6.718
13,Sumatera Barat,GKG Tk. Penggilingan,2023,Februari,Rp7.333
14,Riau,GKG Tk. Penggilingan,2023,Februari,-
15,Jambi,GKG Tk. Penggilingan,2023,Februari,Rp6.245
16,Sumatera Selatan,GKG Tk. Penggilingan,2023,Februari,Rp5.574
17,Bengkulu,GKG Tk. Penggilingan,2023,Februari,-
18,Lampung,GKG Tk. Penggilingan,2023,Februari,Rp6.515
32,Jawa Barat,GKG Tk. Penggilingan,2023,Februari,Rp6.621
33,Jawa Tengah,GKG Tk. Penggilingan,2023,Februari,Rp6.540
34,D.I Yogyakarta,GKG Tk. Penggilingan,2023,Februari,Rp6.189
35,Jawa Timur,GKG Tk. Penggilingan,2023,Februari,Rp6.413
36,Banten,GKG Tk. Penggilingan,2023,Februari,Rp5.979
51,Bali,GKG Tk. Penggilingan,2023,Februari,Rp6.731
52,Nusa Tenggara Barat,GKG Tk. Penggilingan,2023,Februari,Rp5.652
53,Nusa Tenggara Timur,GKG Tk. Penggilingan,2023,Februari,Rp6.656
61,Kalimantan Barat,GKG Tk. Penggilingan,2023,Februari,Rp5.727
62,Kalimantan Tengah,GKG Tk. Penggilingan,2023,Februari,Rp6.607
63,Kalimantan Selatan,GKG Tk. Penggilingan,2023,Februari,Rp6.704
71,Sulawesi Utara,GKG Tk. Penggilingan,2023,Februari,-
72,Sulawesi Tengah,GKG Tk. Penggilingan,2023,Februari,-
73,Sulawesi Selatan,GKG Tk. Penggilingan,2023,Februari,Rp5.882
74,Sulawesi Tenggara,GKG Tk. Penggilingan,2023,Februari,Rp5.200
75,Gorontalo,GKG Tk. Penggilingan,2023,Februari,-
76,Sulawesi Barat,GKG Tk. Penggilingan,2023,Februari,-
11,Aceh,Beras Medium Tingkat Penggilingan,2023,Februari,Rp11.016
12,Sumatera Utara,Beras Medium Tingkat Penggilingan,2023,Februari,Rp11.587
13,Sumatera Barat,Beras Medium Tingkat Penggilingan,2023,Februari,Rp12.511
14,Riau,Beras Medium Tingkat Penggilingan,2023,Februari,-
15,Jambi,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.845
16,Sumatera Selatan,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.763
17,Bengkulu,Beras Medium Tingkat Penggilingan,2023,Februari,-
18,Lampung,Beras Medium Tingkat Penggilingan,2023,Februari,Rp10.282
32,Jawa Barat,Beras Medium Tingkat Penggilingan,2023,Februari,Rp10.958
33,Jawa Tengah,Beras Medium Tingkat Penggilingan,2023,Februari,Rp10.691
34,D.I Yogyakarta,Beras Medium Tingkat Penggilingan,2023,Februari,Rp11.259
35,Jawa Timur,Beras Medium Tingkat Penggilingan,2023,Februari,Rp10.263
36,Banten,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.750
51,Bali,Beras Medium Tingkat Penggilingan,2023,Februari,Rp10.960
52,Nusa Tenggara Barat,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.610
53,Nusa Tenggara Timur,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.500
61,Kalimantan Barat,Beras Medium Tingkat Penggilingan,2023,Februari,Rp10.368
62,Kalimantan Tengah,Beras Medium Tingkat Penggilingan,2023,Februari,Rp11.335
63,Kalimantan Selatan,Beras Medium Tingkat Penggilingan,2023,Februari,Rp10.681
71,Sulawesi Utara,Beras Medium Tingkat Penggilingan,2023,Februari,-
72,Sulawesi Tengah,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.603
73,Sulawesi Selatan,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.560
74,Sulawesi Tenggara,Beras Medium Tingkat Penggilingan,2023,Februari,Rp9.676
75,Gorontalo,Beras Medium Tingkat Penggilingan,2023,Februari,-
76,Sulawesi Barat,Beras Medium Tingkat Penggilingan,2023,Februari,-
11,Aceh,Beras Premium Tingkat Penggilingan,2023,Februari,Rp12.017
12,Sumatera Utara,Beras Premium Tingkat Penggilingan,2023,Februari,Rp12.528
13,Sumatera Barat,Beras Premium Tingkat Penggilingan,2023,Februari,Rp13.676
14,Riau,Beras Premium Tingkat Penggilingan,2023,Februari,-
15,Jambi,Beras Premium Tingkat Penggilingan,2023,Februari,Rp11.245
16,Sumatera Selatan,Beras Premium Tingkat Penggilingan,2023,Februari,Rp10.854
17,Bengkulu,Beras Premium Tingkat Penggilingan,2023,Februari,-
18,Lampung,Beras Premium Tingkat Penggilingan,2023,Februari,Rp11.189
32,Jawa Barat,Beras Premium Tingkat Penggilingan,2023,Februari,Rp11.714
33,Jawa Tengah,Beras Premium Tingkat Penggilingan,2023,Februari,Rp11.885
34,D.I Yogyakarta,Beras Premium Tingkat Penggilingan,2023,Februari,Rp12.452
35,Jawa Timur,Beras Premium Tingkat Penggilingan,2023,Februari,Rp11.378
36,Banten,Beras Premium Tingkat Penggilingan,2023,Februari,Rp10.778
51,Bali,Beras Premium Tingkat Penggilingan,2023,Februari,Rp11.500
52,Nusa Tenggara Barat,Beras Premium Tingkat Penggilingan,2023,Februari,Rp10.553
53,Nusa Tenggara Timur,Beras Premium Tingkat Penggilingan,2023,Februari,Rp9.912
61,Kalimantan Barat,Beras Premium Tingkat Penggilingan,2023,Februari,Rp9.500
62,Kalimantan Tengah,Beras Premium Tingkat Penggilingan,2023,Februari,Rp13.661
63,Kalimantan Selatan,Beras Premium Tingkat Penggilingan,2023,Februari,Rp12.663
71,Sulawesi Utara,Beras Premium Tingkat Penggilingan,2023,Februari,-
72,Sulawesi Tengah,Beras Premium Tingkat Penggilingan,2023,Februari,Rp10.200
73,Sulawesi Selatan,Beras Premium Tingkat Penggilingan,2023,Februari,Rp10.794
74,Sulawesi Tenggara,Beras Premium Tingkat Penggilingan,2023,Februari,Rp10.553
75,Gorontalo,Beras Premium Tingkat Penggilingan,2023,Februari,-
76,Sulawesi Barat,Beras Premium Tingkat Penggilingan,2023,Februari,-
11,Aceh,Jagung Pipilan Kering Tingkat Petani,2023,Februari,-
12,Sumatera Utara,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.173
13,Sumatera Barat,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.023
14,Riau,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.308
15,Jambi,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.327
16,Sumatera Selatan,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.028
17,Bengkulu,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp3.688
18,Lampung,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp3.671
32,Jawa Barat,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.186
33,Jawa Tengah,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.308
34,D.I Yogyakarta,Jagung Pipilan Kering Tingkat Petani,2023,Februari,-
35,Jawa Timur,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.251
36,Banten,Jagung Pipilan Kering Tingkat Petani,2023,Februari,-
51,Bali,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp3.623
52,Nusa Tenggara Barat,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.004
53,Nusa Tenggara Timur,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.941
61,Kalimantan Barat,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp5.550
62,Kalimantan Tengah,Jagung Pipilan Kering Tingkat Petani,2023,Februari,-
63,Kalimantan Selatan,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.383
71,Sulawesi Utara,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp4.043
72,Sulawesi Tengah,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp3.935
73,Sulawesi Selatan,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp3.736
74,Sulawesi Tenggara,Jagung Pipilan Kering Tingkat Petani,2023,Februari,-
75,Gorontalo,Jagung Pipilan Kering Tingkat Petani,2023,Februari,Rp3.766
76,Sulawesi Barat,Jagung Pipilan Kering Tingkat Petani,2023,Februari,-
11,Aceh,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
12,Sumatera Utara,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp11.333
13,Sumatera Barat,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp8.500
14,Riau,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
15,Jambi,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp11.000
16,Sumatera Selatan,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
17,Bengkulu,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
18,Lampung,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
32,Jawa Barat,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp9.881
33,Jawa Tengah,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp11.423
34,D.I Yogyakarta,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
35,Jawa Timur,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp9.689
36,Banten,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
51,Bali,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
52,Nusa Tenggara Barat,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp9.333
53,Nusa Tenggara Timur,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp10.176
61,Kalimantan Barat,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
62,Kalimantan Tengah,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
63,Kalimantan Selatan,Kedelai Biji Kering Tingkat Petani,2023,Februari,Rp10.000
71,Sulawesi Utara,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
72,Sulawesi Tengah,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
73,Sulawesi Selatan,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
74,Sulawesi Tenggara,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
75,Gorontalo,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
76,Sulawesi Barat,Kedelai Biji Kering Tingkat Petani,2023,Februari,-
11,Aceh,Bawang Merah Tingkat Petani,2023,Februari,-
12,Sumatera Utara,Bawang Merah Tingkat Petani,2023,Februari,Rp22.896
13,Sumatera Barat,Bawang Merah Tingkat Petani,2023,Februari,Rp22.915
14,Riau,Bawang Merah Tingkat Petani,2023,Februari,-
15,Jambi,Bawang Merah Tingkat Petani,2023,Februari,Rp18.891
16,Sumatera Selatan,Bawang Merah Tingkat Petani,2023,Februari,-
17,Bengkulu,Bawang Merah Tingkat Petani,2023,Februari,-
18,Lampung,Bawang Merah Tingkat Petani,2023,Februari,-
32,Jawa Barat,Bawang Merah Tingkat Petani,2023,Februari,Rp23.660
33,Jawa Tengah,Bawang Merah Tingkat Petani,2023,Februari,Rp25.560
34,D.I Yogyakarta,Bawang Merah Tingkat Petani,2023,Februari,Rp24.248
35,Jawa Timur,Bawang Merah Tingkat Petani,2023,Februari,Rp27.131
36,Banten,Bawang Merah Tingkat Petani,2023,Februari,Rp32.821
51,Bali,Bawang Merah Tingkat Petani,2023,Februari,Rp24.446
52,Nusa Tenggara Barat,Bawang Merah Tingkat Petani,2023,Februari,Rp26.536
53,Nusa Tenggara Timur,Bawang Merah Tingkat Petani,2023,Februari,Rp26.000
61,Kalimantan Barat,Bawang Merah Tingkat Petani,2023,Februari,-
62,Kalimantan Tengah,Bawang Merah Tingkat Petani,2023,Februari,-
63,Kalimantan Selatan,Bawang Merah Tingkat Petani,2023,Februari,Rp26.609
71,Sulawesi Utara,Bawang Merah Tingkat Petani,2023,Februari,-
72,Sulawesi Tengah,Bawang Merah Tingkat Petani,2023,Februari,-
73,Sulawesi Selatan,Bawang Merah Tingkat Petani,2023,Februari,Rp25.984
74,Sulawesi Tenggara,Bawang Merah Tingkat Petani,2023,Februari,-
75,Gorontalo,Bawang Merah Tingkat Petani,2023,Februari,-
76,Sulawesi Barat,Bawang Merah Tingkat Petani,2023,Februari,-
11,Aceh,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp32.040
12,Sumatera Utara,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp30.114
13,Sumatera Barat,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp41.117
14,Riau,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
15,Jambi,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp33.516
16,Sumatera Selatan,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp28.806
17,Bengkulu,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp32.327
18,Lampung,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp30.518
32,Jawa Barat,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp23.964
33,Jawa Tengah,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp30.072
34,D.I Yogyakarta,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp27.517
35,Jawa Timur,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp28.255
36,Banten,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp25.536
51,Bali,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
52,Nusa Tenggara Barat,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
53,Nusa Tenggara Timur,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp40.882
61,Kalimantan Barat,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
62,Kalimantan Tengah,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
63,Kalimantan Selatan,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp35.167
71,Sulawesi Utara,Cabai Merah Keriting Tingkat Petani,2023,Februari,Rp22.467
72,Sulawesi Tengah,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
73,Sulawesi Selatan,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
74,Sulawesi Tenggara,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
75,Gorontalo,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
76,Sulawesi Barat,Cabai Merah Keriting Tingkat Petani,2023,Februari,-
11,Aceh,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp53.000
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp25.500
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp24.545
14,Riau,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
15,Jambi,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp30.000
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
18,Lampung,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp46.047
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp37.835
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp42.763
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp45.964
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp43.944
36,Banten,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
51,Bali,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp45.509
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp51.223
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp41.765
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp61.400
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp48.458
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp29.826
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp25.992
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2023,Februari,Rp24.038
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2023,Februari,-
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp52.549
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp53.870
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp54.700
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp54.831
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp49.873
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp51.455
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp52.817
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp49.444
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp49.078
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp55.125
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp41.730
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp50.645
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp54.756
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp59.000
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,Rp54.647
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Februari,-
11,Aceh,Ayam Ras Pedaging,2023,Februari,-
12,Sumatera Utara,Ayam Ras Pedaging,2023,Februari,Rp20.919
13,Sumatera Barat,Ayam Ras Pedaging,2023,Februari,-
14,Riau,Ayam Ras Pedaging,2023,Februari,Rp18.044
15,Jambi,Ayam Ras Pedaging,2023,Februari,Rp26.379
16,Sumatera Selatan,Ayam Ras Pedaging,2023,Februari,Rp16.250
17,Bengkulu,Ayam Ras Pedaging,2023,Februari,-
18,Lampung,Ayam Ras Pedaging,2023,Februari,Rp21.492
32,Jawa Barat,Ayam Ras Pedaging,2023,Februari,Rp20.767
33,Jawa Tengah,Ayam Ras Pedaging,2023,Februari,Rp18.064
34,D.I Yogyakarta,Ayam Ras Pedaging,2023,Februari,-
35,Jawa Timur,Ayam Ras Pedaging,2023,Februari,Rp20.245
36,Banten,Ayam Ras Pedaging,2023,Februari,Rp21.482
51,Bali,Ayam Ras Pedaging,2023,Februari,Rp19.843
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2023,Februari,Rp25.000
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2023,Februari,Rp24.993
61,Kalimantan Barat,Ayam Ras Pedaging,2023,Februari,Rp28.000
62,Kalimantan Tengah,Ayam Ras Pedaging,2023,Februari,-
63,Kalimantan Selatan,Ayam Ras Pedaging,2023,Februari,Rp25.273
71,Sulawesi Utara,Ayam Ras Pedaging,2023,Februari,-
72,Sulawesi Tengah,Ayam Ras Pedaging,2023,Februari,-
73,Sulawesi Selatan,Ayam Ras Pedaging,2023,Februari,Rp20.466
74,Sulawesi Tenggara,Ayam Ras Pedaging,2023,Februari,-
75,Gorontalo,Ayam Ras Pedaging,2023,Februari,-
76,Sulawesi Barat,Ayam Ras Pedaging,2023,Februari,-
11,Aceh,Telur Ayam Ras,2023,Februari,-
12,Sumatera Utara,Telur Ayam Ras,2023,Februari,Rp23.222
13,Sumatera Barat,Telur Ayam Ras,2023,Februari,Rp24.001
14,Riau,Telur Ayam Ras,2023,Februari,-
15,Jambi,Telur Ayam Ras,2023,Februari,Rp26.700
16,Sumatera Selatan,Telur Ayam Ras,2023,Februari,Rp22.722
17,Bengkulu,Telur Ayam Ras,2023,Februari,-
18,Lampung,Telur Ayam Ras,2023,Februari,Rp24.899
32,Jawa Barat,Telur Ayam Ras,2023,Februari,Rp24.479
33,Jawa Tengah,Telur Ayam Ras,2023,Februari,Rp24.144
34,D.I Yogyakarta,Telur Ayam Ras,2023,Februari,Rp24.074
35,Jawa Timur,Telur Ayam Ras,2023,Februari,Rp23.508
36,Banten,Telur Ayam Ras,2023,Februari,Rp22.722
51,Bali,Telur Ayam Ras,2023,Februari,Rp22.616
52,Nusa Tenggara Barat,Telur Ayam Ras,2023,Februari,-
53,Nusa Tenggara Timur,Telur Ayam Ras,2023,Februari,Rp25.757
61,Kalimantan Barat,Telur Ayam Ras,2023,Februari,Rp27.471
62,Kalimantan Tengah,Telur Ayam Ras,2023,Februari,-
63,Kalimantan Selatan,Telur Ayam Ras,2023,Februari,Rp26.078
71,Sulawesi Utara,Telur Ayam Ras,2023,Februari,Rp22.447
72,Sulawesi Tengah,Telur Ayam Ras,2023,Februari,-
73,Sulawesi Selatan,Telur Ayam Ras,2023,Februari,Rp23.294
74,Sulawesi Tenggara,Telur Ayam Ras,2023,Februari,-
75,Gorontalo,Telur Ayam Ras,2023,Februari,-
76,Sulawesi Barat,Telur Ayam Ras,2023,Februari,-
11,Aceh,GKP Tk. Petani,2023,Maret,Rp5.407
12,Sumatera Utara,GKP Tk. Petani,2023,Maret,Rp5.396
13,Sumatera Barat,GKP Tk. Petani,2023,Maret,Rp6.441
14,Riau,GKP Tk. Petani,2023,Maret,-
15,Jambi,GKP Tk. Petani,2023,Maret,Rp5.243
16,Sumatera Selatan,GKP Tk. Petani,2023,Maret,Rp4.884
17,Bengkulu,GKP Tk. Petani,2023,Maret,-
18,Lampung,GKP Tk. Petani,2023,Maret,Rp4.976
32,Jawa Barat,GKP Tk. Petani,2023,Maret,Rp5.086
33,Jawa Tengah,GKP Tk. Petani,2023,Maret,Rp4.922
34,D.I Yogyakarta,GKP Tk. Petani,2023,Maret,Rp4.832
35,Jawa Timur,GKP Tk. Petani,2023,Maret,Rp5.027
36,Banten,GKP Tk. Petani,2023,Maret,Rp4.983
51,Bali,GKP Tk. Petani,2023,Maret,Rp5.162
52,Nusa Tenggara Barat,GKP Tk. Petani,2023,Maret,Rp4.476
53,Nusa Tenggara Timur,GKP Tk. Petani,2023,Maret,Rp5.292
61,Kalimantan Barat,GKP Tk. Petani,2023,Maret,Rp4.304
62,Kalimantan Tengah,GKP Tk. Petani,2023,Maret,Rp5.221
63,Kalimantan Selatan,GKP Tk. Petani,2023,Maret,Rp5.714
71,Sulawesi Utara,GKP Tk. Petani,2023,Maret,-
72,Sulawesi Tengah,GKP Tk. Petani,2023,Maret,-
73,Sulawesi Selatan,GKP Tk. Petani,2023,Maret,Rp5.366
74,Sulawesi Tenggara,GKP Tk. Petani,2023,Maret,Rp5.322
75,Gorontalo,GKP Tk. Petani,2023,Maret,-
76,Sulawesi Barat,GKP Tk. Petani,2023,Maret,-
11,Aceh,GKP Tk. Penggilingan,2023,Maret,Rp5.683
12,Sumatera Utara,GKP Tk. Penggilingan,2023,Maret,Rp5.832
13,Sumatera Barat,GKP Tk. Penggilingan,2023,Maret,Rp7.030
14,Riau,GKP Tk. Penggilingan,2023,Maret,-
15,Jambi,GKP Tk. Penggilingan,2023,Maret,Rp6.025
16,Sumatera Selatan,GKP Tk. Penggilingan,2023,Maret,Rp4.901
17,Bengkulu,GKP Tk. Penggilingan,2023,Maret,-
18,Lampung,GKP Tk. Penggilingan,2023,Maret,Rp5.396
32,Jawa Barat,GKP Tk. Penggilingan,2023,Maret,Rp5.474
33,Jawa Tengah,GKP Tk. Penggilingan,2023,Maret,Rp5.266
34,D.I Yogyakarta,GKP Tk. Penggilingan,2023,Maret,Rp5.039
35,Jawa Timur,GKP Tk. Penggilingan,2023,Maret,Rp5.354
36,Banten,GKP Tk. Penggilingan,2023,Maret,Rp5.364
51,Bali,GKP Tk. Penggilingan,2023,Maret,Rp5.499
52,Nusa Tenggara Barat,GKP Tk. Penggilingan,2023,Maret,Rp4.792
53,Nusa Tenggara Timur,GKP Tk. Penggilingan,2023,Maret,Rp5.854
61,Kalimantan Barat,GKP Tk. Penggilingan,2023,Maret,Rp4.799
62,Kalimantan Tengah,GKP Tk. Penggilingan,2023,Maret,Rp5.817
63,Kalimantan Selatan,GKP Tk. Penggilingan,2023,Maret,Rp6.210
71,Sulawesi Utara,GKP Tk. Penggilingan,2023,Maret,-
72,Sulawesi Tengah,GKP Tk. Penggilingan,2023,Maret,-
